,Group1,res,method,operation,output,label,pattern,Group2,Group3,analysis,name,dec,rnd,disp
4821,Xanomeline High Dose,100,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,100,100
4822,Xanomeline High Dose,98,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,98,98
4823,Xanomeline High Dose,98,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,98,98
4824,Xanomeline High Dose,104,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,104,104
4825,Xanomeline High Dose,NA,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,NA,NA
4826,Xanomeline High Dose,98,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,98,98
4827,Xanomeline High Dose,96,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,96,96
4828,Xanomeline High Dose,106,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,106,106
4829,Xanomeline High Dose,100,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,100,100
4830,Xanomeline High Dose,98,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,98,98
4831,Xanomeline High Dose,100,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,100,100
4832,Xanomeline High Dose,114,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,114,114
4833,Xanomeline High Dose,NA,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,NA,NA
4834,Xanomeline High Dose,104,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,104,104
4835,Xanomeline High Dose,194,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,194,194
4836,Xanomeline High Dose,NA,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,NA,NA
4837,Xanomeline High Dose,177,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,177,177
4838,Xanomeline High Dose,186,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,186,186
4839,Xanomeline High Dose,191,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,191,191
4840,Xanomeline High Dose,185,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,185,185
4841,Xanomeline High Dose,198,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,198,198
4842,Xanomeline High Dose,179,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,179,179
4843,Xanomeline High Dose,181,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,181,181
4844,Xanomeline High Dose,NA,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,NA,NA
4845,Xanomeline High Dose,198,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,198,198
4846,Xanomeline High Dose,37.44,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4847,Xanomeline High Dose,37.33,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4848,Xanomeline High Dose,37.22,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4849,Xanomeline High Dose,37.17,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4850,Xanomeline High Dose,37.39,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4851,Xanomeline High Dose,38.06,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,38,38
4852,Xanomeline High Dose,37.5,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,38,38
4853,Xanomeline High Dose,37.22,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4854,Xanomeline High Dose,37.39,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4855,Xanomeline High Dose,37.33,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4856,Xanomeline High Dose,37.33,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4857,Xanomeline High Dose,107.96,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,108,108
4858,Xanomeline High Dose,105.24,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,105,105
4859,Xanomeline High Dose,105.24,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,105,105
4860,Xanomeline High Dose,105.24,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,105,105
4861,Xanomeline High Dose,106.6,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,107,107
4862,Xanomeline High Dose,105.69,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,106,106
4863,Xanomeline High Dose,105.69,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,106,106
4864,Xanomeline High Dose,105.24,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,105,105
4865,Xanomeline High Dose,105.69,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,106,106
4866,Xanomeline High Dose,104.78,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,105,105
4867,Xanomeline High Dose,103.42,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,103,103
4868,Xanomeline Low Dose,108,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,108,108
4869,Xanomeline Low Dose,102,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,102,102
4870,Xanomeline Low Dose,100,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,100,100
4871,Xanomeline Low Dose,98,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,98,98
4872,Xanomeline Low Dose,NA,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,NA,NA
4873,Xanomeline Low Dose,98,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,98,98
4874,Xanomeline Low Dose,98,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,98,98
4875,Xanomeline Low Dose,92,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,92,92
4876,Xanomeline Low Dose,102,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,102,102
4877,Xanomeline Low Dose,100,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,100,100
4878,Xanomeline Low Dose,100,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,DIABP,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,100,100
4879,Xanomeline Low Dose,104,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,104,104
4880,Xanomeline Low Dose,104,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,104,104
4881,Xanomeline Low Dose,94,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,94,94
4882,Xanomeline Low Dose,104,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,104,104
4883,Xanomeline Low Dose,NA,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,NA,NA
4884,Xanomeline Low Dose,100,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,100,100
4885,Xanomeline Low Dose,96,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,96,96
4886,Xanomeline Low Dose,92,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,92,92
4887,Xanomeline Low Dose,100,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,100,100
4888,Xanomeline Low Dose,96,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,96,96
4889,Xanomeline Low Dose,104,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,PULSE,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,104,104
4890,Xanomeline Low Dose,186,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,186,186
4891,Xanomeline Low Dose,200,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,200,200
4892,Xanomeline Low Dose,170,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,170,170
4893,Xanomeline Low Dose,168,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,168,168
4894,Xanomeline Low Dose,NA,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,NA,NA
4895,Xanomeline Low Dose,162,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,162,162
4896,Xanomeline Low Dose,173,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,173,173
4897,Xanomeline Low Dose,173,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,173,173
4898,Xanomeline Low Dose,180,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,180,180
4899,Xanomeline Low Dose,200,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,200,200
4900,Xanomeline Low Dose,200,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,SYSBP,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,200,200
4901,Xanomeline Low Dose,37.33,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4902,Xanomeline Low Dose,37.28,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4903,Xanomeline Low Dose,38.06,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,38,38
4904,Xanomeline Low Dose,37.28,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4905,Xanomeline Low Dose,37.67,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,38,38
4906,Xanomeline Low Dose,37.56,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,38,38
4907,Xanomeline Low Dose,37.11,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4908,Xanomeline Low Dose,37.11,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4909,Xanomeline Low Dose,37.11,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4910,Xanomeline Low Dose,37.33,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4911,Xanomeline Low Dose,37.44,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,TEMP,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,37,37
4912,Xanomeline Low Dose,106.14,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,106,106
4913,Xanomeline Low Dose,104.78,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,105,105
4914,Xanomeline Low Dose,105.69,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,106,106
4915,Xanomeline Low Dose,106.6,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,107,107
4916,Xanomeline Low Dose,104.78,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,105,105
4917,Xanomeline Low Dose,106.6,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,107,107
4918,Xanomeline Low Dose,106.14,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,106,106
4919,Xanomeline Low Dose,104.78,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,105,105
